World Series,Team 1,Team 1 Pitchers,Team 1 Pitchers Links,Team 1 wins,Team 2,Team 2 Pitchers,Team 2 Pitchers Links,Team 2 wins,Links
1965 World Series,Los Angeles Dodgers 1965 World Series Composite Pitching Statistics,['Jim Brewer\nDon Drysdale\nSandy Koufax\nBob Miller\nClaude Osteen\nRon Perranoski\nHowie Reed'],"[['https://www.baseball-almanac.com/players/player.php?p=breweji01', 'https://www.baseball-almanac.com/players/player.php?p=drysddo01', 'https://www.baseball-almanac.com/players/player.php?p=koufasa01', 'https://www.baseball-almanac.com/players/player.php?p=millebo04', 'https://www.baseball-almanac.com/players/player.php?p=osteecl01', 'https://www.baseball-almanac.com/players/player.php?p=perraro01', 'https://www.baseball-almanac.com/players/player.php?p=reedho01']]",4,Minnesota Twins 1965 World Series Composite Pitching Statistics,['Dave Boswell\nMudcat Grant\nJim Kaat\nJohnny Klippstein\nJim Merritt\nCamilo Pascual\nJim Perry\nBill Pleis\nAl Worthington'],"[['https://www.baseball-almanac.com/players/player.php?p=bosweda01', 'https://www.baseball-almanac.com/players/player.php?p=grantmu01', 'https://www.baseball-almanac.com/players/player.php?p=kaatji01', 'https://www.baseball-almanac.com/players/player.php?p=klippjo01', 'https://www.baseball-almanac.com/players/player.php?p=merriji01', 'https://www.baseball-almanac.com/players/player.php?p=pascuca02', 'https://www.baseball-almanac.com/players/player.php?p=perryji01', 'https://www.baseball-almanac.com/players/player.php?p=pleisbi01', 'https://www.baseball-almanac.com/players/player.php?p=worthal01']]",3,https://www.baseball-almanac.com/ws/yr1965ws.shtml
1966 World Series,Composite Pitching Statistics,['Wally Bunker\nMoe Drabowsky\nDave McNally\nJim Palmer'],"[['https://www.baseball-almanac.com/players/player.php?p=bunkewa01', 'https://www.baseball-almanac.com/players/player.php?p=drabomo01', 'https://www.baseball-almanac.com/players/player.php?p=mcnalda01', 'https://www.baseball-almanac.com/players/player.php?p=palmeji01']]",4,Composite Pitching Statistics,['Jim Brewer\nDon Drysdale\nSandy Koufax\nBob Miller\nJoe Moeller\nClaude Osteen\nRon Perranoski\nPhil Regan'],"[['https://www.baseball-almanac.com/players/player.php?p=breweji01', 'https://www.baseball-almanac.com/players/player.php?p=drysddo01', 'https://www.baseball-almanac.com/players/player.php?p=koufasa01', 'https://www.baseball-almanac.com/players/player.php?p=millebo04', 'https://www.baseball-almanac.com/players/player.php?p=moelljo01', 'https://www.baseball-almanac.com/players/player.php?p=osteecl01', 'https://www.baseball-almanac.com/players/player.php?p=perraro01', 'https://www.baseball-almanac.com/players/player.php?p=reganph01']]",0,https://www.baseball-almanac.com/ws/yr1966ws.shtml
1967 World Series,St. Louis Cardinals 1967 World Series Composite Pitching Statistics,['Nelson Briles\nSteve Carlton\nBob Gibson\nJoe Hoerner\nDick Hughes\nLarry Jaster\nJack Lamabe\nRay Washburn\nRon Willis\nHal Woodeshick'],"[['https://www.baseball-almanac.com/players/player.php?p=brilene01', 'https://www.baseball-almanac.com/players/player.php?p=carltst01', 'https://www.baseball-almanac.com/players/player.php?p=gibsobo01', 'https://www.baseball-almanac.com/players/player.php?p=hoernjo01', 'https://www.baseball-almanac.com/players/player.php?p=hughedi01', 'https://www.baseball-almanac.com/players/player.php?p=jastela01', 'https://www.baseball-almanac.com/players/player.php?p=lamabja01', 'https://www.baseball-almanac.com/players/player.php?p=washbra01', 'https://www.baseball-almanac.com/players/player.php?p=williro01', 'https://www.baseball-almanac.com/players/player.php?p=woodeha01']]",4,Boston Red Sox 1967 World Series Composite Pitching Statistics,['Gary Bell\nKen Brett\nJim Lonborg\nDave Morehead\nDan Osinski\nJose Santiago\nLee Stange\nJerry Stephenson\nGary Waslewski\nJohn Wyatt'],"[['https://www.baseball-almanac.com/players/player.php?p=bellga01', 'https://www.baseball-almanac.com/players/player.php?p=brettke01', 'https://www.baseball-almanac.com/players/player.php?p=lonboji01', 'https://www.baseball-almanac.com/players/player.php?p=morehda01', 'https://www.baseball-almanac.com/players/player.php?p=osinsda01', 'https://www.baseball-almanac.com/players/player.php?p=santijo02', 'https://www.baseball-almanac.com/players/player.php?p=stangle01', 'https://www.baseball-almanac.com/players/player.php?p=stephje01', 'https://www.baseball-almanac.com/players/player.php?p=waslega01', 'https://www.baseball-almanac.com/players/player.php?p=wyattjo02']]",3,https://www.baseball-almanac.com/ws/yr1967ws.shtml
1968 World Series,Detroit Tigers 1968 World Series Composite Pitching Statistics,['Pat Dobson\nJohn Hiller\nFred Lasher\nMickey Lolich\nDenny McLain\nDon McMahon\nDaryl Patterson\nJoe Sparma\nEarl Wilson'],"[['https://www.baseball-almanac.com/players/player.php?p=dobsopa01', 'https://www.baseball-almanac.com/players/player.php?p=hillejo01', 'https://www.baseball-almanac.com/players/player.php?p=lashefr01', 'https://www.baseball-almanac.com/players/player.php?p=lolicmi01', 'https://www.baseball-almanac.com/players/player.php?p=mclaide01', 'https://www.baseball-almanac.com/players/player.php?p=mcmahdo02', 'https://www.baseball-almanac.com/players/player.php?p=patteda02', 'https://www.baseball-almanac.com/players/player.php?p=sparmjo01', 'https://www.baseball-almanac.com/players/player.php?p=wilsoea01']]",4,St. Louis Cardinals 1968 World Series Composite Pitching Statistics,['Nelson Briles\nSteve Carlton\nBob Gibson\nWayne Granger\nJoe Hoerner\nDick Hughes\nLarry Jaster\nMel Nelson\nRay Washburn\nRon Willis'],"[['https://www.baseball-almanac.com/players/player.php?p=brilene01', 'https://www.baseball-almanac.com/players/player.php?p=carltst01', 'https://www.baseball-almanac.com/players/player.php?p=gibsobo01', 'https://www.baseball-almanac.com/players/player.php?p=grangwa01', 'https://www.baseball-almanac.com/players/player.php?p=hoernjo01', 'https://www.baseball-almanac.com/players/player.php?p=hughedi01', 'https://www.baseball-almanac.com/players/player.php?p=jastela01', 'https://www.baseball-almanac.com/players/player.php?p=nelsome01', 'https://www.baseball-almanac.com/players/player.php?p=washbra01', 'https://www.baseball-almanac.com/players/player.php?p=williro01']]",3,https://www.baseball-almanac.com/ws/yr1968ws.shtml
1969 World Series,New York Mets 1969 World Series Composite Pitching Statistics,['Don Cardwell\nGary Gentry\nJerry Koosman\nNolan Ryan\nTom Seaver\nRon Taylor'],"[['https://www.baseball-almanac.com/players/player.php?p=cardwdo01', 'https://www.baseball-almanac.com/players/player.php?p=gentrga01', 'https://www.baseball-almanac.com/players/player.php?p=koosmje01', 'https://www.baseball-almanac.com/players/player.php?p=ryanno01', 'https://www.baseball-almanac.com/players/player.php?p=seaveto01', 'https://www.baseball-almanac.com/players/player.php?p=tayloro01']]",4,Baltimore Orioles 1969 World Series Composite Pitching Statistics,['Mike Cuellar\nDick Hall\nDave Leonhard\nDave McNally\nJim Palmer\nPete Richert\nEddie Watt'],"[['https://www.baseball-almanac.com/players/player.php?p=cuellmi01', 'https://www.baseball-almanac.com/players/player.php?p=halldi01', 'https://www.baseball-almanac.com/players/player.php?p=leonhda01', 'https://www.baseball-almanac.com/players/player.php?p=leonhda01', 'https://www.baseball-almanac.com/players/player.php?p=mcnalda01', 'https://www.baseball-almanac.com/players/player.php?p=palmeji01', 'https://www.baseball-almanac.com/players/player.php?p=palmeji01', 'https://www.baseball-almanac.com/players/player.php?p=richepe01', 'https://www.baseball-almanac.com/players/player.php?p=watted01']]",1,https://www.baseball-almanac.com/ws/yr1969ws.shtml
1970 World Series,Baltimore Orioles 1970 World Series Composite Pitching Statistics,['Mike Cuellar\nMoe Drabowsky\nDick Hall\nMarcelino Lopez\nDave McNally\nJim Palmer\nTom Phoebus\nPete Richert\nEddie Watt'],"[['https://www.baseball-almanac.com/players/player.php?p=cuellmi01', 'https://www.baseball-almanac.com/players/player.php?p=drabomo01', 'https://www.baseball-almanac.com/players/player.php?p=halldi01', 'https://www.baseball-almanac.com/players/player.php?p=lopezma01', 'https://www.baseball-almanac.com/players/player.php?p=mcnalda01', 'https://www.baseball-almanac.com/players/player.php?p=palmeji01', 'https://www.baseball-almanac.com/players/player.php?p=phoebto01', 'https://www.baseball-almanac.com/players/player.php?p=richepe01', 'https://www.baseball-almanac.com/players/player.php?p=watted01']]",4,Cincinnati Reds 1970 World Series Composite Pitching Statistics,['Clay Carroll\nTony Cloninger\nWayne Granger\nDon Gullett\nJim McGlothlin\nJim Merritt\nGary Nolan\nRay Washburn\nMilt Wilcox'],"[['https://www.baseball-almanac.com/players/player.php?p=carrocl02', 'https://www.baseball-almanac.com/players/player.php?p=clonito01', 'https://www.baseball-almanac.com/players/player.php?p=grangwa01', 'https://www.baseball-almanac.com/players/player.php?p=gulledo01', 'https://www.baseball-almanac.com/players/player.php?p=mcgloji01', 'https://www.baseball-almanac.com/players/player.php?p=merriji01', 'https://www.baseball-almanac.com/players/player.php?p=nolanga01', 'https://www.baseball-almanac.com/players/player.php?p=washbra01', 'https://www.baseball-almanac.com/players/player.php?p=wilcomi01']]",1,https://www.baseball-almanac.com/ws/yr1970ws.shtml
1971 World Series,Pittsburgh Pirates 1971 World Series Composite Pitching Statistics,['Steve Blass\nNelson Briles\nDock Ellis\nDave Giusti\nBob Johnson\nBruce Kison\nBob Miller\nBob Moose\nBob Veale\nLuke Walker'],"[['https://www.baseball-almanac.com/players/player.php?p=blassst01', 'https://www.baseball-almanac.com/players/player.php?p=brilene01', 'https://www.baseball-almanac.com/players/player.php?p=ellisdo01', 'https://www.baseball-almanac.com/players/player.php?p=giustda01', 'https://www.baseball-almanac.com/players/player.php?p=johnsbo03', 'https://www.baseball-almanac.com/players/player.php?p=kisonbr01', 'https://www.baseball-almanac.com/players/player.php?p=millebo04', 'https://www.baseball-almanac.com/players/player.php?p=moosebo01', 'https://www.baseball-almanac.com/players/player.php?p=vealebo01', 'https://www.baseball-almanac.com/players/player.php?p=walkelu01']]",4,Baltimore Orioles 1971 World Series Composite Pitching Statistics,['Mike Cuellar\nPat Dobson\nTom Dukes\nDick Hall\nGrant Jackson\nDave Leonhard\nDave McNally\nJim Palmer\nPete Richert\nEddie Watt'],"[['https://www.baseball-almanac.com/players/player.php?p=cuellmi01', 'https://www.baseball-almanac.com/players/player.php?p=dobsopa01', 'https://www.baseball-almanac.com/players/player.php?p=dukesto01', 'https://www.baseball-almanac.com/players/player.php?p=halldi01', 'https://www.baseball-almanac.com/players/player.php?p=jacksgr01', 'https://www.baseball-almanac.com/players/player.php?p=leonhda01', 'https://www.baseball-almanac.com/players/player.php?p=mcnalda01', 'https://www.baseball-almanac.com/players/player.php?p=palmeji01', 'https://www.baseball-almanac.com/players/player.php?p=richepe01', 'https://www.baseball-almanac.com/players/player.php?p=watted01']]",3,https://www.baseball-almanac.com/ws/yr1971ws.shtml
1972 World Series,Oakland Athletics 1972 World Series Composite Pitching Statistics,['Vida Blue\nRollie Fingers\nDave Hamilton\nKen Holtzman\nJoe Horlen\nCatfish Hunter\nBob Locker\nBlue Moon Odom'],"[['https://www.baseball-almanac.com/players/player.php?p=bluevi01', 'https://www.baseball-almanac.com/players/player.php?p=fingero01', 'https://www.baseball-almanac.com/players/player.php?p=hamilda01', 'https://www.baseball-almanac.com/players/player.php?p=holtzke01', 'https://www.baseball-almanac.com/players/player.php?p=horlejo01', 'https://www.baseball-almanac.com/players/player.php?p=hunteca01', 'https://www.baseball-almanac.com/players/player.php?p=lockebo02', 'https://www.baseball-almanac.com/players/player.php?p=odombl01']]",4,Cincinnati Reds 1972 World Series Composite Pitching Statistics,['Jack Billingham\nPedro Borbon\nClay Carroll\nRoss Grimsley\nDon Gullett\nTom Hall\nJim McGlothlin\nGary Nolan'],"[['https://www.baseball-almanac.com/players/player.php?p=billija01', 'https://www.baseball-almanac.com/players/player.php?p=borbope01', 'https://www.baseball-almanac.com/players/player.php?p=carrocl02', 'https://www.baseball-almanac.com/players/player.php?p=grimsro02', 'https://www.baseball-almanac.com/players/player.php?p=gulledo01', 'https://www.baseball-almanac.com/players/player.php?p=hallto01', 'https://www.baseball-almanac.com/players/player.php?p=mcgloji01', 'https://www.baseball-almanac.com/players/player.php?p=nolanga01']]",3,https://www.baseball-almanac.com/ws/yr1972ws.shtml
1973 World Series,Oakland Athletics 1973 World Series Composite Pitching Statistics,['Vida Blue\nRollie Fingers\nKen Holtzman\nCatfish Hunter\nDarold Knowles\nPaul Lindblad\nBlue Moon Odom\nHoracio Pina'],"[['https://www.baseball-almanac.com/players/player.php?p=bluevi01', 'https://www.baseball-almanac.com/players/player.php?p=fingero01', 'https://www.baseball-almanac.com/players/player.php?p=holtzke01', 'https://www.baseball-almanac.com/players/player.php?p=hunteca01', 'https://www.baseball-almanac.com/players/player.php?p=knowlda01', 'https://www.baseball-almanac.com/players/player.php?p=lindbpa01', 'https://www.baseball-almanac.com/players/player.php?p=odombl01', 'https://www.baseball-almanac.com/players/player.php?p=pinaho01']]",4,New York Mets 1973 World Series Composite Pitching Statistics,['Jerry Koosman\nJon Matlack\nTug McGraw\nHarry Parker\nRay Sadecki\nTom Seaver\nGeorge Stone'],"[['https://www.baseball-almanac.com/players/player.php?p=koosmje01', 'https://www.baseball-almanac.com/players/player.php?p=matlajo01', 'https://www.baseball-almanac.com/players/player.php?p=mcgratu01', 'https://www.baseball-almanac.com/players/player.php?p=parkeha01', 'https://www.baseball-almanac.com/players/player.php?p=sadecra01', 'https://www.baseball-almanac.com/players/player.php?p=seaveto01', 'https://www.baseball-almanac.com/players/player.php?p=stonege02']]",3,https://www.baseball-almanac.com/ws/yr1973ws.shtml
1974 World Series,Composite Pitching Statistics,['Vida Blue\nRollie Fingers\nKen Holtzman\nCatfish Hunter\nBlue Moon Odom'],"[['https://www.baseball-almanac.com/players/player.php?p=bluevi01', 'https://www.baseball-almanac.com/players/player.php?p=fingero01', 'https://www.baseball-almanac.com/players/player.php?p=holtzke01', 'https://www.baseball-almanac.com/players/player.php?p=hunteca01', 'https://www.baseball-almanac.com/players/player.php?p=odombl01']]",4,Composite Pitching Statistics,['Jim Brewer\nAl Downing\nCharlie Hough\nMike Marshall\nAndy Messersmith\nDon Sutton'],"[['https://www.baseball-almanac.com/players/player.php?p=breweji01', 'https://www.baseball-almanac.com/players/player.php?p=downial01', 'https://www.baseball-almanac.com/players/player.php?p=houghch01', 'https://www.baseball-almanac.com/players/player.php?p=marshmi01', 'https://www.baseball-almanac.com/players/player.php?p=messean01', 'https://www.baseball-almanac.com/players/player.php?p=suttodo01']]",1,https://www.baseball-almanac.com/ws/yr1974ws.shtml
1975 World Series,Cincinnati Reds 1975 World Series Composite Pitching Statistics,['Jack Billingham\nPedro Borbon\nClay Carroll\nPat Darcy\nRawly Eastwick\nDon Gullett\nWill McEnaney\nGary Nolan\nFred Norman'],"[['https://www.baseball-almanac.com/players/player.php?p=billija01', 'https://www.baseball-almanac.com/players/player.php?p=borbope01', 'https://www.baseball-almanac.com/players/player.php?p=carrocl02', 'https://www.baseball-almanac.com/players/player.php?p=darcypa01', 'https://www.baseball-almanac.com/players/player.php?p=eastwra01', 'https://www.baseball-almanac.com/players/player.php?p=gulledo01', 'https://www.baseball-almanac.com/players/player.php?p=mcenawi01', 'https://www.baseball-almanac.com/players/player.php?p=nolanga01', 'https://www.baseball-almanac.com/players/player.php?p=normafr01']]",4,Boston Red Sox 1975 World Series Composite Hitting Statistics,['Jim Burton\nReggie Cleveland\nDick Drago\nBill Lee\nRoger Moret\nDick Pole\nDiego Segui\nLuis Tiant\nJim Willoughby\nRick Wise'],"[['https://www.baseball-almanac.com/players/player.php?p=burtoji01', 'https://www.baseball-almanac.com/players/player.php?p=clevere01', 'https://www.baseball-almanac.com/players/player.php?p=dragodi01', 'https://www.baseball-almanac.com/players/player.php?p=leebi03', 'https://www.baseball-almanac.com/players/player.php?p=moretro01', 'https://www.baseball-almanac.com/players/player.php?p=poledi01', 'https://www.baseball-almanac.com/players/player.php?p=seguidi01', 'https://www.baseball-almanac.com/players/player.php?p=tiantlu01', 'https://www.baseball-almanac.com/players/player.php?p=willoji01', 'https://www.baseball-almanac.com/players/player.php?p=wiseri01']]",3,https://www.baseball-almanac.com/ws/yr1975ws.shtml
